Hole Name,Sample Name,topDepth,bottomDepth,sampleMethod,USCS,SPTMethod,SPT_1,SPT_2,SPT_3,SPT_4,recovery,moistureMethod,moistureContent,plasticityMethod,PL,LL,PI,passing200,pocketPenReading,torvaneReading,color,primaryComp,secondaryComp,secondaryCompMod,organicContent,visualMoisture,AASHTO,Misc,Geo_ID
C-501,,43.0,45.0,,CH,,-1.0,0.0,0.0,1.0,,,38.9,,,,,,,,,,,,,,,,
C-501,,48.0,50.0,,CH,,-1.0,0.0,0.0,1.0,,,42.7,,,,,,,,,,,,,,,,
C-501,,53.0,55.0,,CH,,-1.0,0.0,0.0,1.0,,,46.0,,,,,,,,,,,,,,,,
C-501,,58.0,60.0,,CH,,-1.0,0.0,0.0,1.0,,,56.1,,,,,,,,,,,,,,,,
C-501,,63.0,65.0,,CH,,-1.0,0.0,0.0,1.0,,,57.9,,,,,,,,,,,,,,,,
C-501,,68.0,70.0,,CH,,0.0,1.0,1.0,2.0,,,60.3,,27.0,62.0,35.0,98.5,,,,,,,,,,,
C-501,,73.0,75.0,,SC,,2.0,3.0,3.0,4.0,,,47.3,,,,,,,,,,,,,,,,
FB-501,,0.0,2.0,,SM,,1.0,2.0,2.0,3.0,,,8.5,,,,,,,,,,,,,,,,
FB-501,,2.0,4.0,,SM,,4.0,5.0,5.0,6.0,,,17.0,,,,,,,,,,,,,,,,
FB-501,,4.0,6.0,,SM,,1.0,2.0,2.0,3.0,,,21.6,,,,,6.4,,,,,,,,,,,
FB-501,,6.0,8.0,,CL,,0.0,1.0,1.0,2.0,,,19.2,,,,,,,,,,,,,,,,
FB-501,,8.0,10.0,,CL,,-1.0,0.0,0.0,1.0,,,34.0,,17.0,26.0,9.0,58.0,,,,,,,,,,,
FB-501,,10.0,12.0,,SM,,2.0,3.0,3.0,4.0,,,34.5,,,,,,,,,,,,,,,,
FB-501,,13.0,15.0,,CH,,-1.0,0.0,0.0,1.0,,,48.6,,15.0,27.0,12.0,87.9,,,,,,,,,,,
FB-501,,18.0,20.0,,SP-SM,,3.0,4.0,4.0,5.0,,,23.7,,,,,,,,,,,,,,,,
FB-501,,23.0,25.0,,SP,,12.0,13.0,13.0,14.0,,,21.6,,,,,,,,,,,,,,,,
FB-501,,28.0,30.0,,SM,,0.0,1.0,1.0,2.0,,,56.6,,,,,,,,,,,,,,,,
FB-502,,0.0,2.0,,SM,,4.0,5.0,5.0,6.0,,,9.6,,,,,,,,,,,,,,,,
FB-502,,2.0,4.0,,SC,,3.0,4.0,4.0,5.0,,,20.4,,,,,,,,,,,,,,,,
FB-502,,4.0,6.0,,SC,,0.0,1.0,1.0,2.0,,,21.9,,,,,,,,,,,,,,,,
FB-502,,6.0,8.0,,SC,,0.0,1.0,1.0,2.0,,,21.2,,,,,,,,,,,,,,,,
FB-502,,8.0,10.0,,SP,,3.0,4.0,4.0,5.0,,,17.0,,,,,,,,,,,,,,,,
FB-502,,10.0,12.0,,SM,,5.0,6.0,6.0,7.0,,,19.9,,,,,,,,,,,,,,,,
FB-502,,13.0,15.0,,CL,,-1.0,0.0,0.0,1.0,,,45.0,,15.0,27.0,12.0,87.9,,,,,,,,,,,
FB-502,,18.0,20.0,,SC,,2.0,3.0,3.0,4.0,,,22.2,,,,,,,,,,,,,,,,
FB-502,,23.0,25.0,,SP-SM,,9.0,10.0,10.0,11.0,,,22.5,,,,,,,,,,,,,,,,
FB-502,,28.0,30.0,,CH,,0.0,1.0,1.0,2.0,,,44.0,,,,,,,,,,,,,,,,
FB-503,,0.0,2.0,,CL,,2.0,3.0,3.0,4.0,,,21.6,,,,,,,,,,,,,,,,
FB-503,,2.0,4.0,,CL,,1.0,2.0,2.0,3.0,,,24.0,,24.0,45.0,21.0,79.5,,,,,,,,,,,
FB-503,,4.0,6.0,,CH,,0.0,1.0,1.0,2.0,,,59.5,,29.0,73.0,44.0,84.6,,,,,,,,,,,
FB-503,,6.0,8.0,,CL,,-1.0,0.0,0.0,1.0,,,37.9,,,,,,,,,,,,,,,,
FB-503,,8.0,10.0,,SM,,3.0,4.0,4.0,5.0,,,29.5,,,,,,,,,,,,,,,,
FB-503,,10.0,12.0,,SM,,5.0,6.0,6.0,7.0,,,29.2,,,,,,,,,,,,,,,,
FB-503,,13.0,15.0,,CL,,0.0,1.0,1.0,2.0,,,42.5,,,,,,,,,,,,,,,,
FB-503,,18.0,20.0,,SM,,0.0,1.0,1.0,2.0,,,35.9,,,,,,,,,,,,,,,,
FB-503,,23.0,25.0,,CL,,0.0,1.0,1.0,2.0,,,27.3,,,,,,,,,,,,,,,,
FB-503,,28.0,30.0,,CL,,0.0,1.0,1.0,2.0,,,56.6,,,,,,,,,,,,,,,,
FB-504,,0.0,2.0,,SM,,2.0,3.0,3.0,4.0,,,5.8,,,,,,,,,,,,,,,,
FB-504,,2.0,4.0,,SM,,6.0,7.0,7.0,8.0,,,13.8,,,,,,,,,,,,,,,,
FB-504,,4.0,6.0,,SM,,8.0,9.0,9.0,10.0,,,10.6,,,,,,,,,,,,,,,,
FB-504,,6.0,8.0,,SM,,5.0,6.0,6.0,7.0,,,23.6,,,,,,,,,,,,,,,,
FB-504,,8.0,10.0,,SM,,3.0,4.0,4.0,5.0,,,25.3,,,,,,,,,,,,,,,,
FB-504,,10.0,12.0,,SP-SM,,2.0,3.0,3.0,4.0,,,21.5,,,,,,,,,,,,,,,,
FB-504,,13.0,15.0,,SC,,1.0,2.0,2.0,3.0,,,33.4,,,,,,,,,,,,,,,,
FB-504,,18.0,20.0,,CH,,-1.0,0.0,0.0,1.0,,,40.1,,,,,,,,,,,,,,,,
FB-504,,23.0,25.0,,SC,,1.0,2.0,2.0,3.0,,,28.6,,,,,19.4,,,,,,,,,,,
FB-504,,28.0,30.0,,CH,,1.0,2.0,2.0,3.0,,,59.3,,,,,,,,,,,,,,,,
FB-601,,0.0,2.0,,SM,,3.0,4.0,4.0,5.0,,,9.3,,,,,,,,,,,,,,,,
FB-601,,2.0,4.0,,SM,,8.0,9.0,9.0,10.0,,,12.7,,,,,,,,,,,,,,,,
FB-601,,4.0,6.0,,SM,,7.0,8.0,8.0,9.0,,,8.9,,,,,,,,,,,,,,,,
FB-601,,6.0,8.0,,SM,,3.0,4.0,4.0,5.0,,,14.8,,,,,31.2,,,,,,,,,,,
FB-601,,8.0,10.0,,SM,,0.0,1.0,1.0,2.0,,,22.6,,,,,,,,,,,,,,,,
FB-601,,10.0,12.0,,CL,,0.0,1.0,1.0,2.0,,,22.4,,,,,,,,,,,,,,,,
FB-601,,13.0,15.0,,SM,,-1.0,0.0,0.0,1.0,,,34.5,,,,,,,,,,,,,,,,
FB-601,,18.0,20.0,,SM,,0.0,1.0,1.0,2.0,,,34.5,,,,,,,,,,,,,,,,
FB-601,,23.0,25.0,,SM,,3.0,4.0,4.0,5.0,,,22.6,,,,,,,,,,,,,,,,
FB-601,,28.0,30.0,,SM,,3.0,4.0,4.0,5.0,,,27.8,,,,,,,,,,,,,,,,
FB-602,,0.0,2.0,,SM,,4.0,5.0,5.0,6.0,,,16.6,,,,,,,,,,,,,,,,
FB-602,,2.0,4.0,,SM,,13.0,14.0,14.0,15.0,,,7.5,,,,,,,,,,,,,,,,
FB-602,,4.0,6.0,,ML,,5.0,6.0,6.0,7.0,,,6.9,,,,,61.3,,,,,,,,,,,
FB-602,,6.0,8.0,,CL,,5.0,6.0,6.0,7.0,,,25.3,,15.0,24.0,9.0,60.4,,,,,,,,,,,
FB-602,,8.0,10.0,,CL,,1.0,2.0,2.0,3.0,,,32.8,,,,,,,,,,,,,,,,
FB-602,,10.0,12.0,,CL,,-1.0,0.0,0.0,1.0,,,44.2,,,,,,,,,,,,,,,,
FB-602,,13.0,15.0,,SM,,1.0,2.0,2.0,3.0,,,32.8,,,,,,,,,,,,,,,,
FB-602,,18.0,20.0,,SM,,0.0,1.0,1.0,2.0,,,35.3,,,,,,,,,,,,,,,,
FB-602,,23.0,25.0,,SM,,3.0,4.0,4.0,5.0,,,24.1,,,,,,,,,,,,,,,,
FB-602,,28.0,30.0,,SM,,2.0,3.0,3.0,4.0,,,40.8,,,,,,,,,,,,,,,,
PS-103,,0.0,2.0,,SP,,-1.0,0.0,0.0,1.0,,,104.8,,,,,,,,,,,,,,,,
PS-103,,2.0,4.0,,SP,,1.0,2.0,2.0,3.0,,,22.3,,,,,,,,,,,,,,,,
PS-103,,4.0,6.0,,SP-SM,,3.0,4.0,4.0,5.0,,,12.3,,,,,,,,,,,,,,,,
PS-103,,6.0,8.0,,SP-SM,,1.0,2.0,2.0,3.0,,,21.2,,,,,,,,,,,,,,,,
PS-103,,8.0,10.0,,SM,,1.0,2.0,2.0,3.0,,,22.9,,,,,,,,,,,,,,,,
PS-103,,10.0,12.0,,SM,,0.0,1.0,1.0,2.0,,,25.5,,,,,,,,,,,,,,,,
PS-103,,13.0,15.0,,SM,,0.0,1.0,1.0,2.0,,,30.3,,,,,,,,,,,,,,,,
PS-103,,18.0,20.0,,SM,,0.0,1.0,1.0,2.0,,,32.5,,,,,,,,,,,,,,,,
PS-103,,23.0,25.0,,SM,,-1.0,0.0,0.0,1.0,,,30.0,,,,,,,,,,,,,,,,
PS-103,,28.0,30.0,,CH,,-1.0,0.0,0.0,1.0,,,37.3,,21.0,41.0,20.0,63.6,,,,,,,,,,,
PS-103,,34.0,36.0,,CL,,0.0,1.0,1.0,2.0,,,25.9,,16.0,28.0,12.0,57.1,,,,,,,,,,,
PS-103,,38.0,40.0,,SM,,1.0,2.0,2.0,3.0,,,23.5,,,,,,,,,,,,,,,,
PS-103,,43.0,45.0,,SC,,1.0,2.0,2.0,3.0,,,23.6,,14.0,24.0,10.0,27.7,,,,,,,,,,,
PS-103,,48.0,50.0,,SP,,11.0,12.0,12.0,13.0,,,22.9,,,,,,,,,,,,,,,,
PS-103,,53.0,55.0,,SP,,17.0,18.0,18.0,19.0,,,16.9,,,,,,,,,,,,,,,,
PS-103,,58.0,60.0,,SP,,17.0,18.0,18.0,19.0,,,15.7,,,,,7.8,,,,,,,,,,,
PS-103,,63.0,65.0,,SP,,2.0,3.0,3.0,4.0,,,25.6,,,,,,,,,,,,,,,,
PS-103,,68.0,70.0,,SP,,3.0,4.0,4.0,5.0,,,28.8,,,,,,,,,,,,,,,,
PS-103,,73.0,75.0,,SM,,5.0,6.0,6.0,7.0,,,28.7,,0.0,0.0,0.0,19.7,,,,,,,,,,,
PS-103,,78.0,80.0,,SM,,7.0,8.0,8.0,9.0,,,23.6,,,,,,,,,,,,,,,,
PS-103,,83.0,85.0,,SM,,7.0,8.0,8.0,9.0,,,29.7,,,,,,,,,,,,,,,,
PS-103,,88.0,90.0,,SM,,8.0,9.0,9.0,10.0,,,27.1,,,,,,,,,,,,,,,,
PS-103,,93.0,95.0,,SM,,9.0,10.0,10.0,11.0,,,34.1,,,,,,,,,,,,,,,,
PS-103,,98.0,100.0,,SM,,9.0,10.0,10.0,11.0,,,23.0,,,,,,,,,,,,,,,,
FB-510,,0.0,2.0,,CL,,5.0,6.0,6.0,7.0,,,8.8,,,,,,,,,,,,,,,,
FB-510,,2.0,4.0,,SC,,3.0,4.0,4.0,5.0,,,9.9,,11.0,26.0,15.0,18.1,,,,,,,,,,,
FB-510,,4.0,6.0,,CH,,0.0,1.0,1.0,2.0,,,40.5,,,,,,,,,,,,,,,,
FB-510,,6.0,8.0,,SM,,0.0,1.0,1.0,2.0,,,23.5,,,,,22.6,,,,,,,,,,,
FB-510,,8.0,10.0,,CL,,0.0,1.0,1.0,2.0,,,31.7,,,,,,,,,,,,,,,,
FB-510,,10.0,12.0,,SM,,5.0,6.0,6.0,7.0,,,26.8,,,,,,,,,,,,,,,,
FB-510,,13.0,15.0,,CL,,0.0,1.0,1.0,2.0,,,46.6,,,,,,,,,,,,,,,,
FB-510,,18.0,20.0,,SM,,1.0,2.0,2.0,3.0,,,21.1,,,,,,,,,,,,,,,,
FB-510,,23.0,25.0,,SM,,6.0,7.0,7.0,8.0,,,17.9,,,,,,,,,,,,,,,,
FB-510,,28.0,30.0,,SM,,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
FB-510,,30.0,32.0,,SM,,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
CKW-104,,6.5,8.5,,SM,,-1.0,0.0,0.0,1.0,,,87.8,,,,,,,,,,,,,,,,
CKW-104,,8.5,10.5,,SC,,-1.0,0.0,0.0,1.0,,,18.7,,,,,,,,,,,,,,,,
CKW-104,,10.5,12.5,,SP-SM,,6.0,7.0,7.0,8.0,,,20.5,,,,,,,,,,,,,,,,
CKW-104,,12.5,14.5,,SP-SM,,0.0,1.0,1.0,2.0,,,26.3,,,,,,,,,,,,,,,,
CKW-104,,14.5,16.5,,SP-SM,,0.0,1.0,1.0,2.0,,,25.9,,,,,,,,,,,,,,,,
CKW-104,,16.5,18.5,,SP,,1.0,2.0,2.0,3.0,,,22.0,,,,,,,,,,,,,,,,
CKW-104,,19.5,21.5,,SM,,1.0,2.0,2.0,3.0,,,30.7,,,,,,,,,,,,,,,,
CKW-104,,24.5,26.5,,SM,,0.0,1.0,1.0,2.0,,,38.7,,,,,,,,,,,,,,,,
CKW-104,,29.5,31.5,,SM,,-1.0,0.0,0.0,1.0,,,32.0,,,,,,,,,,,,,,,,
CKW-104,,34.5,36.5,,CH,,-1.0,0.0,0.0,1.0,,,40.2,,,,,,,,,,,,,,,,
CKW-104,,36.5,38.5,,,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
CKW-104,,38.5,40.5,,SC,,-1.0,0.0,0.0,1.0,,,27.2,,,,,,,,,,,,,,,,
CKW-104,,44.5,46.5,,SC,,-1.0,0.0,0.0,1.0,,,27.0,,,,,,,,,,,,,,,,
CKW-104,,46.5,48.5,,,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
CKW-104,,49.5,51.5,,CL,,0.0,1.0,1.0,2.0,,,34.5,,12.0,24.0,12.0,76.6,,,,,,,,,,,
CKW-104,,54.5,56.5,,SM,,1.0,2.0,2.0,3.0,,,26.7,,,,,,,,,,,,,,,,
CKW-104,,59.5,61.5,,SP-SM,,5.0,6.0,6.0,7.0,,,22.3,,,,,15.8,,,,,,,,,,,
CKW-104,,64.5,66.5,,SP,,8.0,9.0,9.0,10.0,,,20.5,,,,,,,,,,,,,,,,
CKW-104,,69.5,71.5,,SP,,3.0,4.0,4.0,5.0,,,27.8,,,,,,,,,,,,,,,,
CKW-104,,74.5,76.5,,CL,,4.0,5.0,5.0,6.0,,,27.4,,,,,,,,,,,,,,,,
FB-401,,0.0,2.0,,CH,,-1.0,0.0,0.0,1.0,,,25.8,,,,,,,,,,,,,,,,
FB-401,,2.0,4.0,,CH,,4.0,5.0,5.0,6.0,,,27.4,,,,,,,,,,,,,,,,
FB-401,,4.0,6.0,,SM,,6.0,7.0,7.0,8.0,,,23.3,,,,,,,,,,,,,,,,
FB-401,,6.0,8.0,,SM,,4.0,5.0,5.0,6.0,,,21.5,,,,,,,,,,,,,,,,
FB-401,,8.0,10.0,,SM,,4.0,5.0,5.0,6.0,,,24.3,,,,,,,,,,,,,,,,
FB-401,,10.0,12.0,,SP-SM,,0.0,1.0,1.0,2.0,,,22.3,,,,,,,,,,,,,,,,
FB-401,,13.0,15.0,,CL,,-1.0,0.0,0.0,1.0,,,42.4,,22.0,47.0,25.0,67.5,,,,,,,,,,,
FB-401,,18.0,20.0,,CL,,-1.0,0.0,0.0,1.0,,,35.7,,,,,,,,,,,,,,,,
FB-401,,23.0,25.0,,CL,,2.0,3.0,3.0,4.0,,,26.6,,,,,,,,,,,,,,,,
FB-401,,28.0,30.0,,SM,,5.0,6.0,6.0,7.0,,,48.8,,,,,,,,,,,,,,,,
BMP-404,,0.0,2.0,,SC,,6.0,7.0,7.0,8.0,,,13.5,,,,,,,,,,,,,,,,
BMP-404,,2.0,4.0,,SC,,5.0,6.0,6.0,7.0,,,27.7,,,,,,,,,,,,,,,,
BMP-404,,4.0,6.0,,CL,,5.0,6.0,6.0,7.0,,,28.7,,,,,,,,,,,,,,,,
BMP-404,,6.0,8.0,,SC,,3.0,4.0,4.0,5.0,,,20.1,,,,,,,,,,,,,,,,
BMP-404,,8.0,10.0,,SC,,0.0,1.0,1.0,2.0,,,28.9,,,,,,,,,,,,,,,,
BMP-404,,10.0,12.0,,CH,,-1.0,0.0,0.0,1.0,,,43.3,,21.0,38.0,17.0,70.2,,,,,,,,,,,
BMP-404,,13.0,15.0,,CH,,-1.0,0.0,0.0,1.0,,,32.2,,,,,,,,,,,,,,,,
BMP-404,,18.0,20.0,,CH,,0.0,1.0,1.0,2.0,,,39.0,,,,,,,,,,,,,,,,
BMP-404,,23.0,25.0,,SC,,0.0,1.0,1.0,2.0,,,28.0,,,,,,,,,,,,,,,,
BMP-404,,28.0,30.0,,CH,,0.0,1.0,1.0,2.0,,,40.3,,,,,,,,,,,,,,,,
P-408,,0.0,2.0,,SM,,10.0,11.0,11.0,12.0,,,9.9,,,,,,,,,,,,,,,,
P-408,,2.0,4.0,,SM,,9.0,10.0,10.0,11.0,,,18.8,,16.0,29.0,13.0,75.6,,,,,,,,,,,
P-408,,4.0,6.0,,SM,,7.0,8.0,8.0,9.0,,,20.5,,,,,,,,,,,,,,,,
TG-501,,0.0,2.0,,SM,,1.0,2.0,2.0,3.0,,,18.8,,,,,,,,,,,,,,,,
TG-501,,2.0,4.0,,SM,,3.0,4.0,4.0,5.0,,,25.6,,,,,,,,,,,,,,,,
TG-501,,4.0,6.0,,SC,,2.0,3.0,3.0,4.0,,,16.5,,,,,,,,,,,,,,,,
TG-501,,6.0,8.0,,SM,,1.0,2.0,2.0,3.0,,,23.4,,,,,,,,,,,,,,,,
TG-501,,8.0,10.0,,SC,,3.0,4.0,4.0,5.0,,,42.9,,,,,,,,,,,,,,,,
TG-501,,10.0,12.0,,SM,,0.0,1.0,1.0,2.0,,,19.6,,,,,,,,,,,,,,,,
TG-501,,13.0,15.0,,SM,,2.0,3.0,3.0,4.0,,,29.7,,,,,,,,,,,,,,,,
TG-501,,18.0,20.0,,SC,,0.0,1.0,1.0,2.0,,,38.0,,,,,,,,,,,,,,,,
TG-501,,23.0,25.0,,SC,,0.0,1.0,1.0,2.0,,,21.5,,,,,,,,,,,,,,,,
TG-501,,28.0,30.0,,SC,,4.0,5.0,5.0,6.0,,,28.2,,,,,,,,,,,,,,,,
TG-501,,33.0,35.0,,CH,,1.0,2.0,2.0,3.0,,,96.7,,,,,,,,,,,,,,,,
TG-501,,38.0,40.0,,SC,,0.0,1.0,1.0,2.0,,,31.6,,,,,,,,,,,,,,,,
TG-501,,43.0,45.0,,SC,,0.0,1.0,1.0,2.0,,,33.6,,,,,,,,,,,,,,,,
TG-501,,48.0,50.0,,CH,,-1.0,0.0,0.0,1.0,,,38.9,,,,,,,,,,,,,,,,
TG-501,,53.0,55.0,,CH,,0.0,1.0,1.0,2.0,,,46.6,,,,,,,,,,,,,,,,
TG-501,,58.0,60.0,,CH,,0.0,1.0,1.0,2.0,,,45.9,,,,,,,,,,,,,,,,
TG-501,,63.0,65.0,,CH,,0.0,1.0,1.0,2.0,,,48.7,,32.0,76.0,44.0,98.2,,,,,,,,,,,
TG-501,,68.0,70.0,,CH,,0.0,1.0,1.0,2.0,,,56.9,,,,,,,,,,,,,,,,
TG-501,,73.0,75.0,,CH,,0.0,1.0,1.0,2.0,,,59.2,,,,,,,,,,,,,,,,
TG-501,,78.0,80.0,,CH,,0.0,1.0,1.0,2.0,,,60.1,,,,,,,,,,,,,,,,
TG-501,,83.0,85.0,,CH,,0.0,1.0,1.0,2.0,,,57.5,,26.0,66.0,40.0,70.8,,,,,,,,,,,
TG-501,,88.0,90.0,,CH,,0.0,1.0,1.0,2.0,,,61.4,,,,,,,,,,,,,,,,
TG-501,,93.0,95.0,,CH,,0.0,1.0,1.0,2.0,,,50.7,,,,,,,,,,,,,,,,
TG-501,,98.0,100.0,,CH,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
TG-501,,103.0,105.0,,CH,,0.0,1.0,1.0,2.0,,,50.5,,,,,,,,,,,,,,,,
TG-501,,108.0,110.0,,CH,,0.0,1.0,1.0,2.0,,,52.0,,,,,,,,,,,,,,,,
TG-501,,113.0,115.0,,SM,,8.0,9.0,9.0,10.0,,,22.4,,0.0,0.0,0.0,12.7,,,,,,,,,,,
TG-501,,118.0,120.0,,SM,,30.0,31.0,31.0,32.0,,,33.7,,,,,,,,,,,,,,,,
TG-501,,123.0,125.0,,SM,,23.0,24.0,24.0,25.0,,,26.2,,0.0,0.0,0.0,14.2,,,,,,,,,,,
FB-509,,0.0,2.0,,CL,,6.0,7.0,7.0,8.0,,,10.6,,,,,,,,,,,,,,,,
FB-509,,2.0,4.0,,CL,,8.0,9.0,9.0,10.0,,,19.2,,,,,,,,,,,,,,,,
FB-509,,4.0,6.0,,CH,,5.0,6.0,6.0,7.0,,,45.4,,,,,,,,,,,,,,,,
FB-509,,6.0,8.0,,CH,,0.0,1.0,1.0,2.0,,,45.2,,,,,,,,,,,,,,,,
FB-509,,8.0,10.0,,SM,,0.0,1.0,1.0,2.0,,,22.1,,,,,,,,,,,,,,,,
FB-509,,10.0,12.0,,CL,,3.0,4.0,4.0,5.0,,,32.7,,14.0,26.0,12.0,53.8,,,,,,,,,,,
FB-509,,13.0,15.0,,SM,,0.0,1.0,1.0,2.0,,,38.0,,,,,,,,,,,,,,,,
FB-509,,18.0,20.0,,SP-SM,,5.0,6.0,6.0,7.0,,,15.9,,,,,,,,,,,,,,,,
FB-509,,23.0,25.0,,SP-SM,,6.0,7.0,7.0,8.0,,,24.2,,,,,,,,,,,,,,,,
FB-509,,28.0,30.0,,SP-SM,,0.0,1.0,1.0,2.0,,,55.4,,,,,,,,,,,,,,,,
C-502,,0.0,2.0,,SC,,4.0,5.0,5.0,6.0,,,20.6,,,,,,,,,,,,,,,,
C-502,,2.0,4.0,,SC,,9.0,10.0,10.0,11.0,,,9.9,,,,,,,,,,,,,,,,
C-502,,4.0,6.0,,SM,,12.0,13.0,13.0,14.0,,,16.4,,0.0,0.0,0.0,13.2,,,,,,,,,,,
C-502,,6.0,8.0,,SC,,0.0,1.0,1.0,2.0,,,65.5,,,,,,,,,,,,,,,,
C-502,,8.0,10.0,,CL,,-1.0,0.0,0.0,1.0,,,78.3,,23.0,43.0,20.0,95.5,,,,,,,,,,,
C-502,,10.0,12.0,,CH,,-1.0,0.0,0.0,1.0,,,41.0,,,,,,,,,,,,,,,,
C-502,,13.0,15.0,,SC,,0.0,1.0,1.0,2.0,,,29.6,,,,,,,,,,,,,,,,
C-502,,18.0,20.0,,SM,,4.0,5.0,5.0,6.0,,,13.4,,0.0,0.0,0.0,12.5,,,,,,,,,,,
C-502,,23.0,25.0,,CH,,-1.0,0.0,0.0,1.0,,,65.2,,,,,,,,,,,,,,,,
C-502,,28.0,30.0,,CH,,3.0,4.0,4.0,5.0,,,53.1,,,,,,,,,,,,,,,,
C-502,,33.0,35.0,,CH,,0.0,1.0,1.0,2.0,,,53.7,,,,,,,,,,,,,,,,
C-502,,38.0,40.0,,SC,,-1.0,0.0,0.0,1.0,,,32.0,,,,,,,,,,,,,,,,
C-502,,43.0,45.0,,CL,,-1.0,0.0,0.0,1.0,,,41.1,,19.0,32.0,13.0,74.3,,,,,,,,,,,
C-502,,48.0,50.0,,CH,,-1.0,0.0,0.0,1.0,,,44.2,,,,,,,,,,,,,,,,
C-502,,53.0,55.0,,CH,,-1.0,0.0,0.0,1.0,,,49.0,,,,,,,,,,,,,,,,
C-502,,58.0,60.0,,CH,,-1.0,0.0,0.0,1.0,,,51.2,,,,,,,,,,,,,,,,
C-502,,63.0,65.0,,CH,,-1.0,0.0,0.0,1.0,,,63.4,,,,,,,,,,,,,,,,
C-502,,68.0,70.0,,CH,,-1.0,0.0,0.0,1.0,,,67.2,,,,,,,,,,,,,,,,
C-502,,73.0,75.0,,CH,,0.0,1.0,1.0,2.0,,,56.7,,,,,,,,,,,,,,,,
FB-605,,0.0,2.0,,SM,,4.0,5.0,5.0,6.0,,,16.5,,,,,,,,,,,,,,,,
FB-605,,2.0,4.0,,SM,,6.0,7.0,7.0,8.0,,,20.2,,,,,,,,,,,,,,,,
FB-605,,4.0,6.0,,SM,,12.0,13.0,13.0,14.0,,,23.1,,,,,,,,,,,,,,,,
FB-605,,6.0,8.0,,SM,,5.0,6.0,6.0,7.0,,,18.7,,,,,,,,,,,,,,,,
FB-605,,8.0,10.0,,SM,,1.0,2.0,2.0,3.0,,,25.6,,,,,,,,,,,,,,,,
FB-605,,10.0,12.0,,SC,,0.0,1.0,1.0,2.0,,,19.7,,0.0,0.0,0.0,16.5,,,,,,,,,,,
FB-605,,13.0,15.0,,SM,,4.0,5.0,5.0,6.0,,,24.3,,,,,,,,,,,,,,,,
FB-605,,18.0,20.0,,SM,,2.0,3.0,3.0,4.0,,,26.2,,,,,,,,,,,,,,,,
FB-605,,23.0,25.0,,SM,,4.0,5.0,5.0,6.0,,,23.9,,,,,,,,,,,,,,,,
FB-605,,28.0,30.0,,SM,,0.0,1.0,1.0,2.0,,,41.1,,,,,,,,,,,,,,,,
FB-603,,0.0,2.0,,CL,,4.0,5.0,5.0,6.0,,,16.6,,,,,,,,,,,,,,,,
FB-603,,2.0,4.0,,SC,,2.0,3.0,3.0,4.0,,,19.7,,,,,,,,,,,,,,,,
